ID,Name,Description,Contributor,Citation,Source,Related,PDF,Tags,Year,Number_Of_Items,Gloss_Language_IDs,Target_Language,List_Suffix,Source_URL,Pages,Alias,Attributes
List-2016-57,"List, Johann-Mattis 2016","This list was created for an experiment on ancestral state reconstruction in Chinese dialects. It is originally based on a 200 concept list by [Wang (2006)](conceptlists.csv#cldf:Wang-2006-200) and our version of the list shows the link to the original entries. The list is a collection of nouns which are all reconstructible back to Old Chinese, that is, following the annotation of the data provided in [Hamed and Wang (2006)](sources.bib#cldf:Hamed2006), the words expressing the concepts in Old Chinese have survived in at least one of the Chinese dialects in the same meaning.","List, Johann-Mattis",n.d.,List2016f,Wang-2006-200,List2016f,areal; basic,2016,57,chinese english,Chinese dialects,,,129,,wang_2006_200
List-2016-180,"List, Johann-Mattis 2016","This list was taken from the supplementary material of a study on partial cognate detection and comprises a larger concept lists, the [Hànyǔ Fāngyán Cíhuì](sources.bib#cldf:Cihui) (1964), consisting of about 800 concepts which were translated into 18 dialect varieties. The smaller list of 180 concepts was selected with respect to the relative frequency of the concepts in other datasets. While the authors link to our Concepticon in their original publication, we re-adjusted some of their links, as it turned out they were either ambiguous or not precise enough. Thus, we linked «left» to «LEFT HAND», as the Chinese concept label in the original source and the dialect words suggest this reading. We also added information on the page number and the identification number in the original source of the Cíhuì.","List, Johann-Mattis",n.d. In.,List2016g,,,areal; basic,2016,180,chinese english,Chinese dialects,,,,,cihui_id page
Heggarty-2014-110,"Heggarty, Paul 2014","This list was originally proposed by Paul Heggarty to reflect the most stable words across Germanic languages and is now used in the [Sound Comparisons Projects](http://soundcomparisons.com/). The data for a couple of Germanic language varieties was further included in the [Benchmark Database of Phonetic Alignments](http://alignments.lingpy.org), from which we took the list we present here.","Heggarty, Paul",n.d. In.,List2014e,,,areal; stable,2014,110,english,Germanic,,http://alignments.lingpy.org/multiple.php?dataset=Germanic,,,
Chacon-2014-142,"Chacon, Thiago Costa 2014",This list was underlying a detailed reconstruction of the consonant system of Proto-Tukano. The items in the list were selected for reasons of coverage in terms of cognate reflexes in the Tukanoan languages under investigation. The list was not officially published but kindly provided to us by the author.,"Chacon, Thiago Costa",n.d.,Chacon2014,,,areal,2014,142,english,Tukano,,,,,
Kessler-2001-200,"Kessler, Brett 2001",This list was used to test various methods for the proof of language relationship. It is supposed to follow strictly the [200-item list of Swadesh (1952)](conceptlists.csv#cldf:Swadesh-1952-200).,"Kessler, Brett",n.d.,Kessler2001,Swadesh-1952-200,,basic,2001,200,english,global,,,202-258,,
Gregersen-1976-217,"Gregersen, Edgar A. 1976","This concept list is based on a merger of several concept lists proposed by Swadesh. As the compiler mentions himself, the list is composed of all 200 items proposed in [Swadesh (1952)](conceptlists.csv#cldf:Swadesh-1952-200), all additional items proposed in [Swadesh (1955)](conceptlists.csv#cldf:Swadesh-1955-100), and [Swadeshs supplementary list of 100 items](conceptlists.csv#cldf:Swadesh-1960-100a). According to the annotation of the compiler, all items occuring in the 200-item list and the 100-item list are marked with one asterisk. All items occuring only in the 100-item list are marked with two asterisks, and all items makred with a preceding dash (—) occur only in the supplementary list.","Gregersen, Edgar A.",n.d.,Gregersen1976,Swadesh-1952-200 Swadesh-1955-100 Swadesh-1960-100a,Gregersen1976,basic,1976,217,english,African,,,110-116,,
Sato-2002-200,"Sato, Tomomi 2002","This list was taken from an article which cites basic vocabulary items from the Ainu dialect of Samani. It is not clear on which criteria the author selected the meaning list. He quotes work of Shirō Hattori ([1961](sources.bib#cldf:Hattori1961)), and lists data presented in an earlier dictionary compiled by Hattori, but it is not clear whether the selection of meanings was also based on previous work.","Sato, Tomomi",n.d.,Sato2002,,Sato2002,areal; documentation,2002,200,english,Ainu,,http://hdl.handle.net/2115/34009,99-114,,
Lee-2013-200,"Lee, S. and Hasegawa, Toshiharu 2013","This list was used to study the evolution of the Ainu languages. It is almost completely identical with the list of [200 items by Hattori (1973)](conceptlists.csv#cldf:Hattori-1973-200), but contains additional Japanese translations. The first author was so friendly to provide us with the concept list in digital form.","Lee, S. and Hasegawa, Toshiharu",n.d.,Lee2013,Hattori-1973-200,,basic,2013,200,english japanese,Ainu,,,,,
Swadesh-1954-97,"Swadesh, Morris 1954","According to Swadesh, this list of 97 items was extracted from a larger collection of 120 wordlists in American Indian languages. The 97 items which Swadesh labeled as «non-cultural» seem to be a compromise between coverage and useful items for language comparison, which would also explain the rather strange number of 97 concepts.","Swadesh, Morris",n.d.,Swadesh1954,,Swadesh1954,basic,1954,97,english,American Indian languages,,,316-318,,
Brinton-1891-21,"Brinton, Daniel G. 1891",This list of 21 items was used as a means to compare basic characteristics of different indigeneous languages of America.,"Brinton, Daniel G.",n.d.,Brinton1891,,Brinton1891,ultra-stable,1891,21,english,American languages,,https://archive.org/details/americanraceali01bringoog,336,,
Heggarty-2005-30a,"Heggarty, Paul 2005a","This is what [McMahon and McMahon (2005)](sources.bib#cldf:McMahon2005) call a «hihi» list for Andean languages, that is, a list high in «reconstructability» and high in «retentiveness». So the items are supposed to be among the most stable concepts that can be found in the Andean languages.","Heggarty, Paul",n.d.,McMahon2005,,McMahon2005,hihi,2005,30,english,Andean,a,,171,,
Heggarty-2005-30b,"Heggarty, Paul 2005b","This is what [McMahon and McMahon (2005)](sources.bib#cldf:McMahon2005) call a «lolo» list for Andean languages, that is, a list low in «reconstructability» and low in «retentiveness». So the items are supposed to be among the less stable concepts that can be found in the original lexicostatistical database of Andean languages.","Heggarty, Paul",n.d.,McMahon2005,,McMahon2005,lolo,2005,30,english,Andean,b,,171,,
Payne-1991-202,"Payne, David L. 1991","This concept list is extracted from a collection of lexical reconstructions of Proto-Arawakan along with their reflexes in 24 Arawakan languages. The concept labels are not always easy to interprete. The author mentions that labels in brackets result from meaning deviations in some of the reflexes, but this principle does not seem to have been followed up thoroughly all the time.","Payne, David L.",n.d. In.,Payne1991,,Payne1991,specific,1991,202,english,Arawakan,,,392-426,,
Pozdniakov-2014-100b,"Pozdniakov, Konstantin 2014b","This list presents stability ranks for the Atlantic languages by using a modified version of the ranking procedure proposed by [Starostin (2007)](sources.bib#cldf:Starostin2007). In contrast to the original ranking procedure, the results are calculated by averaging them. The Atlantic language data underlying the ranking covers etymological data for 41 different languages. Since we know that the concept labels in this list are meant to denote the same concepts as those presented in the list by [Starostin (2007)](conceptlists.csv#cldf:Starostin-2007-110), there are some mappings which may seem unintuitive («ground» being mapped to «EARTH (SOIL)»), since they result from different translations from the Russian source into English.  202","Pozdniakov, Konstantin",n.d.,Pozdniakov2014,Starostin-2007-110,Pozdniakov2014,ranked,2014,100,english,Atlantic,b,http://jolr.ru/files/(144)jlr2014-11(187-237).pdf,200,,rank stability_score
Alpher-1999-151,"Alpher, Barry and Nash, David 1999",This list was originally proposed in order to carry out lexicostatistical studies of Australian languages. The first 100 words constitute the list of [O'Grady and Klokeid in 1969](conceptlists.csv#cldf:OGrady-1969-100); the next 20 are the words in Hale's (1961) list that are not also in O'Grady and Klokeid's; the next 25 are words in Black's (nd a.) list that are not in either of the above; the last 6 words (relevant for the most part in the monsoon tropics of Australia) are the authors' additions.,"Alpher, Barry and Nash, David",n.d.,Alpher1999,OGrady-1969-100,Alpher1999,areal,1999,151,english,Australian,,,53-55,,
Hale-1961-100,"Hale, Kenneth L. 1961","According to [Alpher and Nash (1999)](sources.bib#cldf:Alpher1999), this list has been created by K. Hale and is reflected in an unpublished resource from 1961.","Hale, Kenneth L.",n.d.,Alpher1999,,Alpher1999,areal,1961,100,english,Australian,,,,,
OGrady-1969-100,"O'Grady, Geoffrey N. and Klokeid, Terry J. 1969",This is one of the earlier lists proposed for comparative studies on Australian languages. It was later used as the basis of the [151 item list by Alpher and Nash (1999)](conceptlists.csv#cldf:Alpher-1999-151).,"O'Grady, Geoffrey N. and Klokeid, Terry J.",n.d.,OGrady1969,Alpher-1999-151,OGrady1969,areal,1969,100,english,Australian,,,303-307,,
Sidwell-2015-200,"Sidwell, Paul 2015","This list was compiled for the purpose of lexicostatistical comparison of Austroasiatic languages. The list is essentially a merger of the classical lists of Swadesh ([1952](conceptlists.csv#cldf:Swadesh-1952-200), [1955](conceptlists.csv#cldf:Swadesh-1955-100)) and Matisoff ([1978](conceptlists.csv#cldf:Matisoff-1978-200)), though it does not follow any of them completely. Sidwell provides a comparison of his own list with the two classical lists by Swadesh, which is indicated in the additional columns.","Sidwell, Paul",n.d.,Sidwell2015,Swadesh-1952-200 Swadesh-1955-100 Matisoff-1978-200,Sidwell2015,areal,2015,200,english,Austroasiatic,,http://doi.org/10.5281/zenodo.34092,lxxv-lxxvi,,vietnamese
Blust-2008-210,"Blust, Robert 2008",This is the 210 item concept list which is used in the [Austronesian Basic Vocabulary Database](https://abvd.shh.mpg.de/austronesian/).,"Blust, Robert",n.d.,Greenhill2008,,Greenhill2008,areal,2008,210,english,Austronesian,,https://abvd.shh.mpg.de/austronesian/word.php,274,,category url
Blust-1981-200,"Blust, Robert 1981","This is the first version of Blust's modified list for lexicostatistical comparison which would later become the [210 item list](conceptlists.csv#cldf:Blust-2008-210) of the [ABVD]() project. The list is mentioned in [Blust (2000)](sources.bib#cldf:Blust2000) yet it is not printed there, and it was prepared as a manuscript that was presented at a conference in 1981 but was never published. Robert Blust was so friendly to provide us with a digital version of his original list.","Blust, Robert",n.d.,Blust1981,Blust-2008-210,,basic,1981,200,english,Austronesian,,,,,
Thomas-1979-34,"Thomas, David 1979","This list contains words which are useful for the subgrouping of Bahnaric, since the main branches show divergent vocabulary items in these cases.","Thomas, David",n.d.,Thomas1979,,Thomas1979,areal,1979,34,english,Bahnaric,,,174-177,,
Allen-2007-500,"Allen, Bryan 2007","This list was taken as the reference for conducting field work on dialects of Bai, a minority language spoken in South-West China. Originally, 550 words were collected, but due to missing items in some of the languages of the survey, the list was further reduced to 500 items.","Allen, Bryan",n.d.,Allen2007,,,questionnaire,2007,500,chinese english,Bai,,,69-113,,
Bennett-1976-100,"Bennett, Patrick R. 1976","This list was created to carry out lexicostatistical studies of Bantu languages. Originally, it is divided into two parts, one for nouns ([163-165](conceptlists.csv#cldf:Bennett-1976-50a)) and one for verbs ([166f](conceptlists.csv#cldf:Bennett-1976-50b)). Here, we list both parts together.","Bennett, Patrick R.",n.d.,Bennet1976,Bennett-1976-50a Bennett-1976-50b,,areal,1976,100,english,Bantu,,,163-167,,sublist
