concepticon_id	name	description	final_synset	synonym	wordnet_id	count	definition	same_synset	taxonomic_depth
211	cast	To pour [a hardenable liquid material, like metal, plaster, glass, concrete etc.] into a mold in order to produce a solid object of the shape of the mold.	v01662771	cast	v01632897	688.0	put or send forth	different	3.0
211	cast	To pour [a hardenable liquid material, like metal, plaster, glass, concrete etc.] into a mold in order to produce a solid object of the shape of the mold.	v01662771	mold	n03779370	103.0	container into which liquid is poured to create a given shape when it hardens	different	3.0
211	cast	To pour [a hardenable liquid material, like metal, plaster, glass, concrete etc.] into a mold in order to produce a solid object of the shape of the mold.	v01662771	mould	v01697027	1.0	form in clay, wax, etc	different	3.0
212	field	A limited area of land with grass or crops growing on it, which is usually surrounded by fences or closely planted bushes when it is part of a farm.	n08569998	field	n08569998	1311.0	a piece of land cleared of trees and usually enclosed	same	7.0
213	fin	An appendage of a fish used for swimming.	n02466132	fin	n02466132	117.0	organ of locomotion and balance in fishes and some other aquatic animals	same	7.0
214	stretch	To lengthen by pulling.	v00318816	elongate	v00318816	83.0	make long or longer by pulling and stretching	same	3.0
214	stretch	To lengthen by pulling.	v00318816	stretch	v00027268	562.0	extend one's limbs or muscles, or the entire body	different	3.0
218	fine (penalty)	A pecuniary punishment or penalty imposed by lawful tribunal upon person convicted of crime or misdemeanor.	n13301328	amercement				different	9.0
218	fine (penalty)	A pecuniary punishment or penalty imposed by lawful tribunal upon person convicted of crime or misdemeanor.	n13301328	fine	s00850183	1650.0	characterized by elegance or refinement or accomplishment	different	9.0
218	fine (penalty)	A pecuniary punishment or penalty imposed by lawful tribunal upon person convicted of crime or misdemeanor.	n13301328	mulct				different	9.0
221	fire	The state of combustion in which inflammable material burns, producing heat, flames and often smoke.	n13480848	fire	n07302836	2226.0	the event of something burning (often destructive)	different	8.0
221	fire	The state of combustion in which inflammable material burns, producing heat, flames and often smoke.	n13480848	flame	n13480848	978.0	the process of combustion of inflammable materials producing heat and light and (often) smoke	same	8.0
221	fire	The state of combustion in which inflammable material burns, producing heat, flames and often smoke.	n13480848	flaming	s01256735	15.0	very intense	different	8.0
224	mortar	A bowl used to crush and grind ingredients with a pestle.	n03786901	mortar	n03786715	93.0	a muzzle-loading high-angle gun with a short barrel that fires shells at high elevations for a short range	different	8.0
225	pestle	A heavy cylindrical object with a rounded end used for crushing and grinding.	n03919289	pestle	n03919289	7.0	a club-shaped hand tool for grinding and mixing substances in a mortar	same	9.0
227	fish	A cold-blooded vertebrate animal that lives in water that moves with the help of fins and breathes using gills (Pisces).	n02512053	fish	n02512053	1644.0	any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills	same	10.0
228	carve	To cut or to chip in order to form something.	v01256157	carve	v01256157	543.0	form by carving	same	3.0
230	sweep	To clean a surface with a broom.	v01393996	sweep	v01870043	542.0	sweep across or over	different	2.0
232	flea	Any of the wingless insects composing the order Siphonaptera; most are ectoparasites of mammals and birds. (Source: MGH)	n02186153	flea	n02186153	147.0	any wingless bloodsucking parasitic insect noted for ability to leap	same	8.0
234	paddle	A pole with a blade at one or both ends, the pole itself being not attached to the boat but held by both hands, used to row or steer a boat.	n03873416	paddle	v01947887	136.0	propel with a paddle	different	8.0
236	stepmother	The wife of one's biological father, other than one's biological mother.	n10654827	stepmother	n10654827	125.0	the wife of your father by a subsequent marriage	same	10.0
237	stepfather	The husband of one's biological mother, other than one's biological father.	n10654701	stepfather	n10654701	121.0	the husband of your mother by a subsequent marriage	same	7.0
239	flower	The reproductive structure of angiosperm plants, consisting of stamens and carpels surrounded by petals and sepals all borne on the receptacle.	n11669335	bloom	v00294245	240.0	produce or yield flowers	different	8.0
239	flower	The reproductive structure of angiosperm plants, consisting of stamens and carpels surrounded by petals and sepals all borne on the receptacle.	n11669335	blossom	n11669335	203.0	reproductive organ of angiosperm plants especially one having showy or colorful parts	same	8.0
239	flower	The reproductive structure of angiosperm plants, consisting of stamens and carpels surrounded by petals and sepals all borne on the receptacle.	n11669335	flower	n11669921	1183.0	a plant cultivated for its blooms or blossoms	different	8.0
244	left	Something that is on the left side relative to another object.	r00387666	left	a02032953	2160.0	being or located on or directed toward the side of the body to the west when facing north	different	0.0
245	broom	A tool used to sweep and clean the floor, made of a bundle of straws or twigs attached to a long handle.	n02906734	broom	n02906734	125.0	a cleaning implement for sweeping; bundle of straws or twigs attached to a long handle	same	8.0
249	fog	Water droplets or, rarely, ice crystals suspended in the air in sufficient concentration to reduce visibility appreciably.	n11458314	fog	n11458314	348.0	droplets of water vapor suspended in the air near the ground	same	8.0
250	light (color)	(Of color) having a relatively small amount of color components.	a00269989	light	n11473954	3505.0	(physics) electromagnetic radiation that can produce a visual sensation	different	0.0
255	servant	A person performing duties for others. For example a person employed in a household which cares about the domestic duties.	n10582154	retainer	n10582154	32.0	a person working in the service of another (especially in the household)	same	5.0
255	servant	A person performing duties for others. For example a person employed in a household which cares about the domestic duties.	n10582154	servant	n10582154	696.0	a person working in the service of another (especially in the household)	same	5.0
256	food	A substance that can be ingested and utilized by the organism as a source of nutrition and energy.	n07555863	food	n00021265	6124.0	any substance that can be metabolized by an animal to give energy and build tissue	different	4.0
257	worship	To show devotion and obeisance to.	v01778990	worship	n01028655	235.0	the activity of worshipping	different	6.0
259	rough (of sea)	With large waves (of sea).	a00304949	boisterous	s02279360	38.0	full of rough and exuberant animal spirits	different	0.0
259	rough (of sea)	With large waves (of sea).	a00304949	fierce	s01511854	313.0	marked by extreme intensity of emotions or convictions; inclined to react violently; fervid	different	0.0
259	rough (of sea)	With large waves (of sea).	a00304949	rough	a02238462	452.0	having or caused by an irregular surface	different	0.0
262	he or she or it	Third person singular pronoun, regardless of gender/sex.	n.a.					different	
263	herdsman	A man who looks after a herd of animals.	n10171567	drover	n10171567	4.0	someone who drives a herd	same	9.0
263	herdsman	A man who looks after a herd of animals.	n10171567	herder	n10171567	31.0	someone who drives a herd	same	9.0
263	herdsman	A man who looks after a herd of animals.	n10171567	herdsman	n10171567	6.0	someone who drives a herd	same	9.0
265	fowl	A bird that is kept for its meat and eggs.	n01789740	fowl	n01789740	21.0	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	same	11.0
265	fowl	A bird that is kept for its meat and eggs.	n01789740	poultry	n01789740	100.0	a domesticated gallinaceous bird thought to be descended from the red jungle fowl	same	11.0
267	nit	An egg of a louse that is sometimes found in people's hair.	n01461146	nit	n01461146	8.0	egg or young of an insect parasitic on mammals especially a sucking louse; often attached to a hair or item of clothing	same	10.0
268	dribble	To let saliva flow out of one’s mouth onto one’s chin.	v00102974	dribble	v01611516	34.0	let or cause to fall in drops	different	3.0
268	dribble	To let saliva flow out of one’s mouth onto one’s chin.	v00102974	drivel	n06612266	12.0	a worthless message	different	3.0
268	dribble	To let saliva flow out of one’s mouth onto one’s chin.	v00102974	drool	v00102974	89.0	let saliva drivel from the mouth	same	3.0
268	dribble	To let saliva flow out of one’s mouth onto one’s chin.	v00102974	slabber				different	3.0
268	dribble	To let saliva flow out of one’s mouth onto one’s chin.	v00102974	slaver	n10610201	34.0	a person engaged in slave trade	different	3.0
268	dribble	To let saliva flow out of one’s mouth onto one’s chin.	v00102974	slobber	v00102974	30.0	let saliva drivel from the mouth	same	3.0
269	cooked	Contrasting with 'raw'.	a00615757	cooked	a00615757	47.0	having been prepared for eating by the application of heat	same	0.0
270	jug	A container for holding and pouring liquids with a handle and a spout.	n3603722	jug	n03603722	152.0	a large bottle with a narrow mouth	different	9.0
271	saucer	A small dish for placing a cup.	n04139291	saucer	n04139291	68.0	a small shallow dish for holding a cup at the table	same	9.0
272	tongs	A tool that consists of two movable bars joined at one end, used to pick up an object.	n04450749	tongs				different	7.0
273	dough	A mixture of flour and water ready to be baked into bread, pastry etc.	n07860988	dough	n07860988	422.0	a flour mixture stiff enough to knead or roll	same	7.0
274	knead	To press a dough many times with one's hands.	v01235355	knead	v01232738	41.0	manually manipulate (someone's body), usually for medicinal or relaxation purposes	different	3.0
274	knead	To press a dough many times with one's hands.	v01235355	work	v02410855	6724.0	be employed	different	3.0
275	peel	To remove the skin from food or vegetables.	v01262936	pare	v00233089	38.0	decrease gradually or bit by bit	different	2.0
275	peel	To remove the skin from food or vegetables.	v01262936	peel	v01262936	505.0	strip the skin off	same	2.0
275	peel	To remove the skin from food or vegetables.	v01262936	skin	n05238282	3673.0	a natural protective body covering and site of the sense of touch	different	2.0
277	spindle	A stick used in spinning fiber into thread.	n04277352	spindle	n04277352	28.0	a stick or pin used to twist the yarn in spinning	same	8.0
278	awl	Pointed tool for marking or piercing wood or leather.	n02763714	awl	n02763714	8.0	a pointed tool for marking surfaces or for punching small holes	same	9.0
279	thatch	Natural roofing material such as straw, reeds, leaves, etc.	n15069712	thatch	v01233838	37.0	cover with thatch	different	7.0
280	ridgepole	The highest horizontal beam in a roof.	n04089152	ridge	n09409512	378.0	a long narrow natural elevation or striation	different	6.0
280	ridgepole	The highest horizontal beam in a roof.	n04089152	ridgepole	n04089152	2.0	a beam laid along the edge where two sloping sides of a roof meet at the top; provides an attachment for the upper ends of rafters	same	6.0
280	ridgepole	The highest horizontal beam in a roof.	n04089152	rooftree				different	6.0
281	post	A strong upright piece of wood, metal etc. that is fixed into the ground, especially to support something.	n3988170	post	n03988170	380.0	an upright consisting of a piece of timber or metal fixed firmly in an upright position	different	10.0
284	hoe	A tool with handle and blade with two or more prongs used for weeding, raking, etc.	n03524574	hoe	n03524574	93.0	a tool with a flat blade attached at right angles to a long handle	same	8.0
285	thresh	Separating the grain from the straw or husks by beating.	v01416364	thrash	v01890792	98.0	move or stir about violently	different	3.0
285	thresh	Separating the grain from the straw or husks by beating.	v01416364	thresh	v01416364	7.0	beat the seeds out of a grain	same	3.0
288	forge	To create and mold by hammering.	v01675245	forge	v01675245	116.0	create by hammering	same	4.0
